"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 분당구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"84","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","56.3400","202604","27","2,000","185","15","2004","느티로 22","202605~202705","갱신","-","2,000","172"
"85","경기도 성남시 분당구 삼평동","653","0653","0000","판교역 푸르지오시티","월세","26.4800","202604","27","1,000","100","11","2014","대왕판교로606번길 45","202604~202704","신규","-","",""
"86","경기도 성남시 분당구 구미동","187-2","0187","0002","세종그랑시아∥","월세","36.2000","202604","27","8,000","45","5","2003","구미로9번길 10","202605~202705","신규","-","",""
"87","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","월세","32.9000","202604","27","1,000","72","3","2004","성남대로 51","202606~202706","갱신","사용","1,000","70"
"88","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","월세","43.4300","202604","27","10,000","80","7","2004","성남대로 295","202606~202806","신규","-","",""
"89","경기도 성남시 분당구 정자동","16-1","0016","0001","정자역 AK 와이즈플레이스","월세","20.5000","202604","27","15,000","25","16","2015","느티로 2","202604~202609","갱신","-","18,800","0"
"90","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","월세","34.9300","202604","27","1,000","116","1","2014","판교역로 109","202606~202706","신규","-","",""
"91","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","전세","31.1500","202604","27","27,400","0","1","2014","판교역로 109","202605~202805","신규","-","",""
"92","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","월세","84.6100","202604","27","10,000","368","20","2022","판교역로 136","202605~202805","갱신","사용","10,000","350"
"93","경기도 성남시 분당구 정자동","157-2","0157","0002","우정오피스텔","월세","25.0800","202604","27","500","58","2","2002","성남대로331번길 9-3","202604~202704","갱신","-","500","55"
"94","경기도 성남시 분당구 정자동","162-1","0162","0001","분당 정자동 푸르지오시티","월세","84.8700","202604","27","60,000","19","12","2013","정자로 2","202604~202804","신규","-","",""
"95","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","24.9800","202604","27","1,000","95","5","2015","정자일로 135","202605~202705","신규","-","",""
"96","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","24.9800","202604","27","16,000","25","4","2015","정자일로 135","202605~202805","신규","-","",""
"97","경기도 성남시 분당구 야탑동","219-1","0219","0001","아델파크빌","월세","67.9100","202604","26","5,000","117","8","2004","장미로 198","202604~202804","신규","-","",""
"98","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","월세","36.2900","202604","25","17,000","30","13","2004","백현로 105","202606~202806","신규","-","",""
"99","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","전세","40.0000","202604","25","20,000","0","12","2004","서현로 170","202605~202805","신규","-","",""
"100","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","월세","22.7700","202604","25","1,000","90","8","2014","판교역로 109","202605~202705","신규","-","",""
"101","경기도 성남시 분당구 정자동","16-2","0016","0002","정자동2차푸르지오시티","월세","30.2700","202604","25","23,850","10","6","2013","정자일로 197","202606~202806","신규","-","",""
"102","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","47.7900","202604","25","7,000","165","17","2015","정자일로 135","202605~202705","신규","-","",""
"103","경기도 성남시 분당구 정자동","16-2","0016","0002","정자동2차푸르지오시티","월세","31.7000","202604","25","1,000","93","3","2013","정자일로 197","202604~202704","신규","-","",""
"104","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","75.4900","202604","25","40,000","100","30","2005","성남대로 393","202607~202807","신규","-","",""
"105","경기도 성남시 분당구 야탑동","367-5","0367","0005","노블리치1오피스텔","월세","34.1700","202604","25","1,000","80","5","2003","성남대로916번길 20","202605~202805","신규","-","",""
"106","경기도 성남시 분당구 야탑동","345-2","0345","0002","한승 베네피아 오피스텔","월세","31.7900","202604","25","4,000","60","7","2003","성남대로925번길 37","202605~202705","신규","-","",""
"107","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","월세","34.1500","202604","24","1,000","90","17","2004","정자일로 177","202604~202704","신규","-","",""
"108","경기도 성남시 분당구 삼평동","647","0647","0000","(647)","전세","28.5000","202604","24","24,700","0","8","2012","대왕판교로606번길 31","202606~202806","갱신","-","25,500","0"
"109","경기도 성남시 분당구 서현동","245-1","0245","0001","분당오벨리스크","월세","34.5800","202604","24","1,000","90","3","2003","서현로 216","202604~202704","신규","-","",""
"110","경기도 성남시 분당구 금곡동","161","0161","0000","천사의도시 오피스텔","월세","58.2000","202604","24","1,000","120","3","2004","성남대로 165","202604~202804","신규","-","",""
"111","경기도 성남시 분당구 운중동","943","0943","0000","큐브타워","월세","32.3600","202604","24","1,000","95","4","2015","운중로 132","202605~202705","신규","-","",""
"112","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.0800","202604","23","21,250","5","8","2015","정자일로 135","202605~202805","갱신","사용","21,800","0"
"113","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","전세","43.4300","202604","23","27,000","0","8","2004","성남대로 295","202605~202805","신규","-","",""
"114","경기도 성남시 분당구 금곡동","170","0170","0000","천사의도시Ⅲ오피스텔","월세","36.1600","202604","23","1,000","85","4","2004","정자일로6번길 13","202605~202705","신규","-","",""
"115","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","전세","31.1500","202604","23","27,000","0","7","2014","판교역로 109","202606~202806","신규","-","",""
"116","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","월세","35.4900","202604","23","18,000","15","3","2003","성남대로172번길 12","202606~202805","신규","-","",""
"117","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","전세","31.7800","202604","23","27,400","0","6","2014","판교역로 109","202605~202805","신규","-","",""
"118","경기도 성남시 분당구 수내동","4-3","0004","0003","두산위브센티움 2","월세","41.4200","202604","23","21,600","5","4","2003","수내로 42","202605~202805","신규","-","",""
"119","경기도 성남시 분당구 구미동","187-2","0187","0002","세종그랑시아∥","월세","36.2000","202604","23","3,000","60","2","2003","구미로9번길 10","202606~202706","신규","-","",""
"120","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.0800","202604","23","1,000","92","19","2015","정자일로 135","202605~202705","신규","-","",""
"121","경기도 성남시 분당구 정자동","166-1","0166","0001","정자역 엠코헤리츠 2단지","월세","29.7300","202604","23","1,000","100","2","2014","정자일로 140","202605~202705","신규","-","",""
"122","경기도 성남시 분당구 정자동","166-1","0166","0001","정자역 엠코헤리츠 2단지","월세","29.7300","202604","23","1,000","100","2","2014","정자일로 140","202605~202705","신규","-","",""
"123","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","24.9800","202604","23","1,000","90","10","2015","정자일로 135","202605~202705","신규","-","",""
"124","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.2900","202604","22","2,000","100","11","2015","정자일로 135","202604~202704","신규","-","",""
"125","경기도 성남시 분당구 구미동","189-1","0189","0001","성우스타우스오피스텔","월세","36.0200","202604","22","1,000","73","4","2004","구미로 16","202606~202706","신규","-","",""
"126","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","월세","32.9000","202604","22","2,000","60","5","2004","성남대로 51","202606~202706","신규","-","",""
"127","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","월세","30.8100","202604","22","1,000","80","4","2003","성남대로172번길 12","202605~202705","신규","-","",""
"128","경기도 성남시 분당구 금곡동","161","0161","0000","천사의도시 오피스텔","월세","31.7800","202604","22","1,000","80","5","2004","성남대로 165","202605~202705","갱신","사용","1,000","78"
"129","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","전세","75.4900","202604","22","51,000","0","24","2005","성남대로 393","202604~202804","갱신","-","49,500","0"
"130","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","월세","75.4900","202604","22","42,000","105","19","2005","성남대로 393","202605~202805","갱신","사용","40,000","100"
"131","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","전세","37.0600","202604","22","33,000","0","29","2004","느티로 22","202606~202806","갱신","-","32,000","0"
"132","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","월세","57.1400","202604","22","4,000","180","12","2004","느티로 22","202606~202706","신규","-","",""
"133","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.7200","202604","22","21,250","5","9","2015","정자일로 135","202607~202807","신규","-","",""
"134","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","전세","29.7300","202604","22","23,000","0","13","2014","정자일로 146","202607~202807","갱신","-","23,000","0"
"135","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","월세","25.2900","202604","22","1,000","90","23","2015","정자일로 135","202605~202705","신규","-","",""
"136","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","전세","84.6100","202604","22","93,500","0","19","2022","판교역로 136","202606~202806","신규","-","",""
"137","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","전세","40.0000","202604","22","20,000","0","9","2004","서현로 170","202605~202805","신규","-","",""
"138","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","월세","40.0000","202604","22","1,000","85","12","2004","서현로 170","202604~202704","갱신","-","1,000","70"
"139","경기도 성남시 분당구 삼평동","684","0684","0000","M TOWER","월세","18.4000","202604","22","1,000","77","8","2012","판교역로241번길 22","202605~202705","신규","-","",""
"140","경기도 성남시 분당구 야탑동","513-3","0513","0003","라비앙오피스텔 분당","월세","29.5800","202604","22","1,000","75","5","2004","성남대로 884-9","202604~202704","신규","-","",""
"141","경기도 성남시 분당구 수내동","6-2","0006","0002","분당 수내동 그라테아","월세","29.6300","202604","22","1,000","73","11","2004","황새울로258번길 23","202605~202705","신규","-","",""
"142","경기도 성남시 분당구 수내동","16-4","0016","0004","삼라마이다스빌","월세","73.7600","202604","22","25,000","65","6","2004","황새울로200번길 32","202606~202806","신규","-","",""
"143","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","월세","30.4300","202604","21","1,000","130","12","2014","성남대로 151","202606~202706","갱신","-","1,000","100"
"144","경기도 성남시 분당구 구미동","189-1","0189","0001","성우스타우스오피스텔","월세","32.2400","202604","21","1,000","70","8","2004","구미로 16","202605~202705","신규","-","",""
"145","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","월세","37.8700","202604","21","1,000","85","4","2004","성남대로 51","202606~202705","신규","-","",""
