"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 중원구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"11","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202605","01","13,000","35","4","2017","광명로 89","202606~202806","신규","-","",""
"12","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1000","202605","01","3,000","70","5","2017","광명로 89","202606~202806","신규","-","",""
"13","경기도 성남시 중원구 금광동","2409","2409","0000","창보시티렉스","월세","26.1300","202605","01","1,000","50","9","1998","광명로 384","202605~202805","신규","-","",""
"14","경기도 성남시 중원구 성남동","2261","2261","0000","드림에코시티","월세","49.4000","202604","30","29,500","12","11","2021","광명로 75","202607~202807","신규","-","",""
"15","경기도 성남시 중원구 성남동","2264","2264","0000","성남 모란 지웰에스테이트","월세","26.2200","202604","29","2,000","68","8","2020","광명로 67","202605~202805","갱신","사용","2,000","65"
"16","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","49.3300","202604","29","9,000","120","9","2019","성남대로 989","202606~202706","갱신","-","9,000","120"
"17","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","21.7600","202604","29","13,800","23","4","2017","광명로 89","202605~202805","갱신","-","15,500","0"
"18","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","29","1,000","78","8","2017","광명로 89","202606~202706","갱신","-","1,000","74"
"19","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","월세","45.8700","202604","28","1,000","100","7","2011","성남대로 1133","202604~202704","신규","-","",""
"20","경기도 성남시 중원구 성남동","4938","4938","0000","레이나 오피스텔","월세","28.3700","202604","28","10,000","40","7","2019","둔촌대로80번길 3-11","202606~202706","신규","-","",""
"21","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","28","1,000","79","11","2017","광명로 89","202605~202705","갱신","사용","1,000","75"
"22","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.9500","202604","27","1,000","80","6","2017","광명로 89","202605~202705","신규","-","",""
"23","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","월세","21.4200","202604","27","13,000","15","3","2020","산성대로 136","202605~202805","신규","-","",""
"24","경기도 성남시 중원구 성남동","2264","2264","0000","성남 모란 지웰에스테이트","전세","26.2200","202604","27","17,500","0","8","2020","광명로 67","202606~202806","신규","-","",""
"25","경기도 성남시 중원구 성남동","4163","4163","0000","오라타워","월세","39.9000","202604","25","12,000","10","12","2006","성남대로1147번길 3","202605~202805","신규","-","",""
"26","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1800","202604","25","14,500","25","10","2017","광명로 89","202607~202807","신규","-","",""
"27","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","월세","36.9300","202604","25","1,000","68","8","2011","성남대로 1133","202606~202806","신규","-","",""
"28","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","25","14,500","25","3","2017","광명로 89","202605~202805","신규","-","",""
"29","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","25","1,000","73","7","2017","광명로 89","202606~202706","갱신","-","1,000","69"
"30","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","24","1,000","75","11","2017","광명로 89","202606~202706","신규","-","",""
"31","경기도 성남시 중원구 성남동","2149","2149","0000","성남동 2149 업무시설","전세","26.1400","202604","24","8,100","0","6","2002","산성대로 200","202606~202806","갱신","-","7,700","0"
"32","경기도 성남시 중원구 여수동","181","0181","0000","시그너스","월세","22.8900","202604","23","1,000","77","9","2019","성남대로997번길 11","202605~202705","신규","-","",""
"33","경기도 성남시 중원구 성남동","4163","4163","0000","오라타워","월세","89.2200","202604","22","1,000","68","6","2006","성남대로1147번길 3","202604~202704","신규","-","",""
"34","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202604","22","1,000","85","5","2019","성남대로 993","202605~202704","신규","-","",""
"35","경기도 성남시 중원구 여수동","188","0188","0000","시티 스마트캐슬2.0","월세","24.1700","202604","22","1,000","80","3","2019","양현로 413","202606~202706","갱신","-","1,000","80"
"36","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","월세","39.9800","202604","22","3,000","140","8","2024","산성대로 194","202606~202706","신규","-","",""
"37","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","21","13,000","25","8","2017","광명로 89","202605~202805","신규","-","",""
"38","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","21","2,000","77","11","2017","광명로 89","202605~202705","갱신","사용","2,000","73"
"39","경기도 성남시 중원구 성남동","2253","2253","0000","성남동오피스텔","월세","21.9300","202604","20","500","45","2","2002","광명로 81-4","202604~202804","신규","-","",""
"40","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202604","20","17,000","10","3","2019","성남대로 993","202606~202806","신규","-","",""
"41","경기도 성남시 중원구 성남동","4936","4936","0000","성남 모란드림시티","월세","18.8500","202604","20","15,300","5","5","2019","둔촌대로80번길 3-15","202606~202806","신규","-","",""
"42","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","25.0000","202604","18","15,300","4","13","2019","광명로 103","202606~202806","신규","-","",""
"43","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1800","202604","18","14,500","20","5","2017","광명로 89","202605~202805","신규","-","",""
"44","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","18","1,000","80","10","2017","광명로 89","202605~202705","신규","-","",""
"45","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","21.4200","202604","18","16,000","0","8","2020","산성대로 136","202605~202805","신규","-","",""
"46","경기도 성남시 중원구 성남동","2263","2263","0000","현대그린타운","월세","37.6200","202604","17","1,000","60","2","1999","광명로 71","202604~202804","신규","-","",""
"47","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","17","500","74","13","2017","광명로 89","202604~202704","신규","-","",""
"48","경기도 성남시 중원구 성남동","2340","2340","0000","더 갤러리","월세","80.5600","202604","17","17,092","24","2","2019","광명로 88","202604~202806","신규","-","",""
"49","경기도 성남시 중원구 성남동","2263","2263","0000","현대그린타운","월세","36.8600","202604","17","1,000","82","10","1999","광명로 71","202605~202805","신규","-","",""
"50","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","29.9100","202604","16","5,000","70","3","2019","성남대로 989","202605~202805","신규","-","",""
"51","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.3900","202604","16","16,000","3","5","2017","광명로 89","202605~202805","갱신","사용","16,000","0"
"52","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","16","14,500","30","6","2017","광명로 89","202605~202805","신규","-","",""
"53","경기도 성남시 중원구 성남동","4933","4933","0000","성남아리스타","월세","18.3700","202604","15","1,000","65","6","2020","둔촌대로80번길 3-10","202604~202704","신규","-","",""
"54","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1000","202604","15","14,400","25","4","2017","광명로 89","202606~202806","신규","-","",""
"55","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","15","13,500","30","8","2017","광명로 89","202605~202805","신규","-","",""
"56","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","전세","35.4700","202604","15","16,400","0","6","2011","성남대로 1133","202606~202806","신규","-","",""
"57","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","전세","25.1700","202604","15","17,000","0","6","2019","성남대로 993","202605~202805","신규","-","",""
"58","경기도 성남시 중원구 성남동","4933","4933","0000","성남아리스타","월세","18.3700","202604","15","14,500","12","6","2020","둔촌대로80번길 3-10","202605~202805","신규","-","",""
"59","경기도 성남시 중원구 성남동","2264","2264","0000","성남 모란 지웰에스테이트","월세","25.5700","202604","15","10,000","43","10","2020","광명로 67","202605~202805","갱신","사용","10,000","40"
"60","경기도 성남시 중원구 여수동","188","0188","0000","시티 스마트캐슬2.0","월세","24.1700","202604","14","1,000","80","2","2019","양현로 413","202605~202705","신규","-","",""
"61","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.9500","202604","14","1,000","80","10","2017","광명로 89","202604~202704","신규","-","",""
"62","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","23.5100","202604","13","1,000","78","9","2019","성남대로 989","202605~202705","갱신","-","1,000","75"
"63","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","21.4200","202604","13","16,800","0","11","2020","산성대로 136","202605~202805","갱신","-","16,800","0"
"64","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","월세","21.9000","202604","13","1,000","79","11","2024","산성대로 194","202604~202804","신규","-","",""
"65","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","13","1,000","75","4","2017","광명로 89","202604~202704","신규","-","",""
"66","경기도 성남시 중원구 여수동","188","0188","0000","시티 스마트캐슬2.0","월세","24.1700","202604","13","2,000","83","3","2019","양현로 413","202604~202704","갱신","사용","2,000","79"
"67","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","월세","77.5100","202604","12","30,000","85","3","2024","산성대로 194","202607~202807","신규","-","",""
"68","경기도 성남시 중원구 여수동","188","0188","0000","시티 스마트캐슬2.0","월세","24.1700","202604","11","3,000","76","7","2019","양현로 413","202606~202706","갱신","-","2,000","76"
"69","경기도 성남시 중원구 여수동","205","0205","0000","신야탑 푸르지오시티Ⅰ","월세","29.0500","202604","11","17,000","10","4","2013","양현로405번길 5","202605~202805","신규","-","",""
"70","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","26.9900","202604","11","10,000","45","8","2019","성남대로 989","202605~202705","갱신","-","10,000","40"
"71","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","22.1700","202604","11","1,000","75","11","2019","광명로 103","202604~202704","신규","-","",""
"72","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","11","1,000","70","2","2017","광명로 89","202604~202704","신규","-","",""
"73","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.3900","202604","10","1,000","74","7","2017","광명로 89","202605~202705","갱신","-","1,000","70"
"74","경기도 성남시 중원구 여수동","197","0197","0000","바우하임","전세","38.7400","202604","10","27,550","0","9","2019","양현로405번길 16-10","202605~202805","갱신","사용","26,250","0"
"75","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","79.4200","202604","10","42,000","0","14","2024","산성대로 194","202605~202805","갱신","사용","40,000","0"
"76","경기도 성남시 중원구 성남동","2759","2759","0000","미래타운","월세","79.5200","202604","09","5,000","170","2","2019","광명로142번길 3","202607~202807","신규","-","",""
"77","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","월세","77.5100","202604","09","300","200","14","2024","산성대로 194","202604~202607","신규","-","",""
"78","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","09","1,000","75","12","2017","광명로 89","202604~202704","신규","-","",""
"79","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","월세","44.2300","202604","08","3,000","130","10","2020","산성대로 136","202606~202806","신규","-","",""
"80","경기도 성남시 중원구 성남동","2164","2164","0000","영건센스빌","월세","64.2600","202604","08","1,000","70","12","2004","산성대로 198","202604~202804","신규","-","",""
"81","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","08","1,000","77","3","2017","광명로 89","202605~202705","갱신","사용","1,000","73"
"82","경기도 성남시 중원구 성남동","4163","4163","0000","오라타워","월세","39.9000","202604","06","1,000","70","10","2006","성남대로1147번길 3","202604~202704","신규","-","",""
"83","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","06","1,000","75","2","2017","광명로 89","202605~202705","신규","-","",""
"84","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","48.2000","202604","06","24,000","36","12","2017","광명로 89","202607~202807","갱신","-","24,000","30"
"85","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.3900","202604","06","1,000","70","10","2017","광명로 89","202606~202706","갱신","사용","1,000","70"
"86","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","전세","23.5400","202604","06","16,400","0","8","2017","광명로 89","202605~202705","갱신","사용","16,500","0"
"87","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","06","1,000","70","11","2017","광명로 89","202605~202705","갱신","-","1,000","66"
"88","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","06","1,000","75","9","2017","광명로 89","202604~202704","신규","-","",""
"89","경기도 성남시 중원구 금광동","2409","2409","0000","창보시티렉스","월세","24.9700","202604","06","1,000","50","3","1998","광명로 384","202605~202805","신규","-","",""
"90","경기도 성남시 중원구 성남동","4163","4163","0000","오라타워","월세","32.8700","202604","06","1,000","52","9","2006","성남대로1147번길 3","202605~202705","신규","-","",""
"91","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","05","1,000","72","3","2017","광명로 89","202604~202704","갱신","-","1,000","68"
"92","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","04","13,000","20","11","2017","광명로 89","202605~202805","신규","-","",""
"93","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","월세","21.4200","202604","04","13,800","20","10","2020","산성대로 136","202604~202804","갱신","사용","13,800","15"
"94","경기도 성남시 중원구 도촌동","571","0571","0000","도촌파크오피스텔","월세","20.2700","202604","03","500","55","3","2010","도촌로8번길 20","202604~202704","신규","-","",""
"95","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","38.1600","202604","03","1,500","90","4","2019","광명로 103","202604~202704","신규","-","",""
"96","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","03","1,000","75","5","2017","광명로 89","202604~202804","신규","-","",""
"97","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","54.1500","202604","03","29,000","10","14","2019","광명로 103","202605~202805","신규","-","",""
"98","경기도 성남시 중원구 성남동","2263","2263","0000","현대그린타운","월세","37.6200","202604","03","1,000","70","9","1999","광명로 71","202605~202805","신규","-","",""
"99","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","26.8000","202604","03","1,000","90","5","2019","성남대로 989","202604~202704","신규","-","",""
"100","경기도 성남시 중원구 여수동","185","0185","0000","베스티안","월세","29.9100","202604","02","15,000","25","3","2019","성남대로 989","202604~202804","신규","-","",""
"101","경기도 성남시 중원구 성남동","4933","4933","0000","성남아리스타","월세","18.3700","202604","02","15,500","8","6","2020","둔촌대로80번길 3-10","202605~202805","신규","-","",""
"102","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","전세","38.1600","202604","02","19,000","0","9","2019","광명로 103","202604~202804","갱신","사용","18,000","20"
"103","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.9500","202604","02","14,500","23","7","2017","광명로 89","202605~202805","갱신","사용","14,500","20"
"104","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202604","02","1,000","75","13","2017","광명로 89","202605~202704","신규","-","",""
"105","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","월세","21.9000","202604","02","1,000","85","7","2024","산성대로 194","202604~202804","신규","-","",""
"106","경기도 성남시 중원구 여수동","197","0197","0000","바우하임","월세","22.1000","202604","01","1,000","80","9","2019","양현로405번길 16-10","202605~202705","신규","-","",""
"107","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","01","1,000","75","9","2017","광명로 89","202604~202704","신규","-","",""
"108","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202604","01","10,000","32","9","2017","광명로 89","202604~202804","신규","-","",""
"109","경기도 성남시 중원구 여수동","205","0205","0000","신야탑 푸르지오시티Ⅰ","월세","29.0500","202603","31","1,000","80","6","2013","양현로405번길 5","202605~202705","신규","-","",""
"110","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202603","31","1,000","75","8","2017","광명로 89","202604~202704","신규","-","",""
"111","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1000","202603","31","1,000","70","7","2017","광명로 89","202604~202804","신규","-","",""
"112","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1000","202603","31","14,400","25","11","2017","광명로 89","202606~202806","신규","-","",""
"113","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.9500","202603","30","1,000","78","6","2017","광명로 89","202605~202705","신규","-","",""
"114","경기도 성남시 중원구 성남동","2340","2340","0000","더 갤러리","월세","53.3400","202603","30","3,000","170","7","2019","광명로 88","202603~202803","신규","-","",""
"115","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","전세","44.2300","202603","30","27,500","0","7","2020","산성대로 136","202604~202804","신규","-","",""
"116","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202603","30","30,000","0","8","2024","산성대로 194","202604~202804","신규","-","",""
"117","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","22.1700","202603","30","1,000","65","8","2019","광명로 103","202604~202704","갱신","-","1,000","59"
"118","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202603","30","1,000","68","9","2017","광명로 89","202604~202704","갱신","-","1,000","65"
"119","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202603","30","1,000","78","2","2017","광명로 89","202605~202704","갱신","사용","1,000","75"
"120","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","25.0000","202603","29","1,000","70","10","2019","광명로 103","202603~202703","갱신","사용","1,000","66"
"121","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1000","202603","28","1,000","75","11","2017","광명로 89","202603~202703","신규","-","",""
"122","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","월세","36.9300","202603","28","1,000","85","6","2011","성남대로 1133","202604~202704","갱신","-","1,000","80"
"123","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202603","28","1,000","70","4","2017","광명로 89","202603~202703","신규","-","",""
"124","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202603","28","10,000","43","7","2019","성남대로 993","202604~202704","갱신","사용","10,000","39"
"125","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.3900","202603","28","1,000","75","9","2017","광명로 89","202604~202704","신규","-","",""
"126","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","전세","23.5400","202603","27","16,000","0","2","2017","광명로 89","202604~202804","신규","-","",""
"127","경기도 성남시 중원구 은행동","676","0676","0000","이페리움","전세","78.1800","202603","27","28,000","0","3","2017","산성대로562번길 5-1","202604~202804","신규","-","",""
"128","경기도 성남시 중원구 성남동","3135","3135","0000","지앤느 모란","월세","21.4200","202603","27","13,700","20","5","2020","산성대로 136","202607~202807","신규","-","",""
"129","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.1800","202603","27","1,000","80","6","2017","광명로 89","202604~202703","신규","-","",""
"130","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202603","27","6,000","50","8","2017","광명로 89","202605~202705","신규","-","",""
"131","경기도 성남시 중원구 성남동","2759","2759","0000","미래타운","전세","84.8100","202603","26","35,700","0","15","2019","광명로142번길 3","202604~202804","갱신","-","34,000","0"
"132","경기도 성남시 중원구 여수동","197","0197","0000","바우하임","월세","26.4600","202603","26","200","100","7","2019","양현로405번길 16-10","202604~202704","신규","-","",""
"133","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202603","26","17,000","10","5","2019","성남대로 993","202604~202804","갱신","사용","17,600","0"
"134","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202603","25","14,000","30","6","2017","광명로 89","202605~202805","신규","-","",""
"135","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202603","25","1,000","79","3","2017","광명로 89","202604~202704","갱신","사용","1,000","75"
"136","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.5100","202603","25","13,000","20","5","2017","광명로 89","202603~202803","신규","-","",""
"137","경기도 성남시 중원구 성남동","2201","2201","0000","수진역 코아루 천년가 오피스텔","월세","22.1700","202603","24","1,000","75","5","2019","광명로 103","202604~202704","신규","-","",""
"138","경기도 성남시 중원구 여수동","205","0205","0000","신야탑 푸르지오시티Ⅰ","월세","29.0500","202603","24","1,000","83","8","2013","양현로405번길 5","202604~202704","신규","-","",""
"139","경기도 성남시 중원구 여수동","183","0183","0000","성남 여수 오렌지카운티","월세","25.1700","202603","24","14,000","26","6","2019","성남대로 993","202605~202805","갱신","사용","14,000","22"
"140","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202603","24","2,000","75","8","2017","광명로 89","202605~202705","신규","-","",""
"141","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","20.0400","202603","24","1,000","70","13","2017","광명로 89","202603~202703","신규","-","",""
"142","경기도 성남시 중원구 성남동","1404","1404","0000","성남 센트럴 푸르지오 시티","월세","23.5400","202603","23","14,500","22","5","2017","광명로 89","202604~202804","갱신","-","14,500","0"
"143","경기도 성남시 중원구 성남동","2167","2167","0000","성남 수진역 더리브 프리미어","전세","39.9800","202603","23","29,500","0","13","2024","산성대로 194","202605~202805","신규","-","",""
"144","경기도 성남시 중원구 성남동","3133","3133","0000","성남SY테크노빌","월세","18.7400","202603","23","500","45","7","2003","광명로 49","202603~202803","신규","-","",""
"145","경기도 성남시 중원구 성남동","4169","4169","0000","성남 메트로칸","월세","36.9300","202603","23","1,000","85","11","2011","성남대로 1133","202604~202804","신규","-","",""
"146","경기도 성남시 중원구 여수동","197","0197","0000","바우하임","전세","22.1000","202603","23","17,000","0","9","2019","양현로405번길 16-10","202603~202803","신규","-","",""
